Event,Site,Date,White,Black,WhiteElo,BlackElo,Opening Code,Result,Termination,Moves,Outcome,Opening
Live Chess,Chess.com,2023-06-27,Aravind12-3,omarsayeh,984,1015,B12,0-1,omarsayeh won by checkmate,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'f1d3', 'f5g6', 'd3g6', 'h7g6', 'h2h3', 'e7e6', 'd1f3', 'c6c5', 'c1e3', 'b8c6', 'c2c3', 'c5c4', 'b2b3', 'g8e7', 'b3c4', 'd5c4', 'b1a3', 'd8a5', 'g1e2', 'a5a3', 'e3c1', 'a3a6', 'a2a4', 'e8c8', 'f3f7', 'a6a5', 'f7e6', 'c8b8', 'c1f4', 'c6d4', 'e6c4', 'd4c2', 'e1f1', 'c2a1', 'e2d4', 'e7d5', 'd4e6', 'd5f4', 'e6d8', 'a5d8', 'c4f4', 'd8d1']",Won as Black,B12: Caro-Kann defence
Live Chess,Chess.com,2023-06-27,Loris877,omarsayeh,1000,1006,B06,1-0,Loris877 won by checkmate,"['d2d4', 'g7g6', 'e2e4', 'g8f6', 'g1f3', 'f8g7', 'e4e5', 'f6d5', 'f1c4', 'd5b6', 'b1d2', 'e8g8', 'e1g1', 'd7d5', 'c4b3', 'b8c6', 'c2c3', 'c8f5', 'f3g5', 'e7e6', 'a2a4', 'd8g5', 'd2c4', 'f5e4', 'c1g5', 'b6c4', 'b3c4', 'd5c4', 'b2b3', 'c4b3', 'd1b3', 'a8b8', 'a4a5', 'f7f6', 'e5f6', 'g7f6', 'g5f4', 'e4d5', 'b3d1', 'f6d8', 'g2g3', 'c6e7', 'd1d3', 'a7a6', 'c3c4', 'd5c6', 'f1e1', 'c6d7', 'f4g5', 'e7c6', 'g5h6', 'c6b4', 'd3c3', 'f8f3', 'c3b4', 'f3f2', 'g1f2', 'c7c5', 'b4c5', 'b7b5', 'c5f8']",Lost as Black,B06: Robatsch (modern) defence
Live Chess,Chess.com,2023-06-29,omarsayeh,badsmoker28,998,1036,C00,0-1,badsmoker28 won - game abandoned,"['d2d4', 'e7e6', 'e2e4', 'b7b6', 'g1f3', 'c8b7', 'c1e3', 'b7e4', 'b1c3', 'e4b7', 'f1c4', 'a7a6', 'e1g1', 'h7h6', 'a2a4', 'g8f6', 'b2b4', 'f8b4', 'f3e5', 'e8g8', 'c3a2', 'd7d6', 'a2b4', 'd6e5', 'd4e5', 'd8d1', 'a1d1', 'f6g4', 'e3f4', 'h6h5', 'd1d7', 'b8d7', 'b4c6', 'b7c6']",Lost as White,C00: French defence
Live Chess,Chess.com,2023-07-03,omarsayeh,dhruvjain007,988,959,B21,0-1,dhruvjain007 won by checkmate,"['d2d4', 'c7c5', 'e2e4', 'd8a5', 'c1d2', 'a5b6', 'd4d5', 'd7d6', 'g1f3', 'c8g4', 'b1c3', 'b8d7', 'c3a4', 'b6c7', 'f1e2', 'g4f3', 'e2f3', 'd7e5', 'e1g1', 'h7h6', 'b2b4', 'b7b5', 'a4c3', 'a7a6', 'a2a4', 'c5b4', 'c3e2', 'b5a4', 'd2b4', 'a8b8', 'a1a4', 'c7c4', 'c2c3', 'e5f3', 'g2f3', 'b8a8', 'd1d4', 'c4d4', 'e2d4', 'a6a5', 'a4a5', 'a8a5', 'b4a5', 'g8f6', 'f1a1', 'e7e6', 'a5b4', 'f8e7', 'a1a8', 'e7d8', 'd4c6', 'e8d7', 'a8a7', 'd8c7', 'b4a5', 'h8c8', 'c6d4', 'e6d5', 'e4d5', 'f6d5', 'c3c4', 'd5f6', 'd4b5', 'f6e8', 'b5d4', 'd7d8', 'd4c6', 'd8d7', 'c6b4', 'd7e6', 'a5c7', 'c8c7', 'a7a5', 'c7c4', 'b4d3', 'f7f6', 'a5a8', 'e8c7', 'a8h8', 'e6f7', 'h8b8', 'd6d5', 'b8b4', 'c4b4', 'd3b4', 'f7e6', 'g1f1', 'e6e5', 'f1e2', 'e5d4', 'b4c2', 'd4c4', 'c2e3', 'c4c5', 'e3f5', 'c7e6', 'e2e3', 'c5c6', 'f5h4', 'c6d6', 'h4g6', 'd5d4', 'e3e4', 'd6c5', 'g6f4', 'e6f4', 'e4f4', 'c5d5', 'h2h3', 'g7g5', 'f4g3', 'd4d3', 'f3f4', 'd3d2', 'g3f3', 'd2d1q', 'f3e3', 'd1c1', 'e3f3', 'c1f4', 'f3e2', 'd5e4', 'e2f1', 'e4f3', 'f1e1', 'f4c1']",Lost as White,B21: Sicilian
Live Chess,Chess.com,2023-07-04,omarsayeh,traderflyer,988,967,C21,0-1,traderflyer won by resignation,"['d2d4', 'e7e5', 'e2e4', 'd8h4', 'f1d3', 'b8c6', 'g1f3', 'h4g4', 'e1g1', 'e5d4', 'f3d4', 'g4d1', 'f1d1', 'c6d4', 'c1f4', 'd7d6', 'b1c3', 'c8g4', 'd1d2', 'g8f6', 'f2f3', 'g4h5', 'f4g5', 'e8c8', 'g2g4', 'h5g6', 'g5f6', 'g7f6', 'f3f4', 'd4f3', 'g1f2', 'f3d2', 'f4f5', 'g6f5', 'e4f5', 'd8e8', 'c3b5', 'a7a6', 'b5a7', 'c8b8', 'a7c6', 'b7c6', 'd3a6', 'd2e4', 'f2e3', 'e4c5', 'e3d4', 'c5a6', 'b2b4', 'a6b4', 'a1b1', 'c6c5', 'd4c4', 'b8c8', 'c2c3', 'b4c6']",Lost as White,C21: Centre game
Live Chess,Chess.com,2023-07-04,Mahdighanei,omarsayeh,994,997,A00,0-1,omarsayeh won by checkmate,"['e2e3', 'e7e5', 'b2b3', 'd7d5', 'c1b2', 'b8c6', 'f1b5', 'c8d7', 'd1f3', 'd8f6', 'f3d5', 'e8c8', 'd5f3', 'f6f3', 'g1f3', 'g8f6', 'e1g1', 'd7f5', 'd2d3', 'e5e4', 'b5c6', 'b7c6', 'f3h4', 'f5e6', 'd3e4', 'f6e4', 'b1a3', 'g7g5', 'h4f3', 'h8g8', 'h2h3', 'g5g4', 'h3g4', 'e6g4', 'f3e5', 'g4h3', 'g1h1', 'h3g2', 'h1h2', 'g2f1', 'a1f1', 'f8d6', 'h2h1', 'd6e5', 'b2e5', 'e4d2', 'f1d1', 'd2f3', 'e5f4', 'd8d1']",Won as Black,A00: Polish (Sokolsky) opening
Live Chess,Chess.com,2023-07-04,omarsayeh,thyeri,1003,969,D20,1-0,omarsayeh won by resignation,"['d2d4', 'd7d5', 'c2c4', 'd5c4', 'e2e4', 'e7e5', 'g1f3', 'c8g4', 'f1c4', 'g4f3', 'g2f3', 'd8d4', 'd1d2', 'd4d2', 'c1d2', 'b8c6', 'b1c3', 'c6d4', 'e1c1', 'd4f3', 'c3d5', 'e8c8', 'd2g5', 'f7f6', 'g5e3', 'c7c6', 'd5b4', 'd8d1', 'h1d1', 'f3h2', 'e3a7', 'f8b4', 'c4e6', 'c8c7', 'd1d7', 'c7c8', 'd7g7', 'c8d8', 'a7b6', 'd8e8', 'e6g8', 'e8f8', 'g7h7', 'f8g8', 'h7h8', 'g8h8', 'b6d8', 'h2g4', 'f2f3', 'b4d6', 'f3g4', 'h8g7', 'c1d2', 'b7b5', 'd2c2', 'g7g6', 'a2a3', 'b5b4', 'c2b3', 'c6c5', 'd8a5', 'b4a3', 'b2a3', 'g6g5', 'a3a4', 'g5g4', 'a5d8', 'g4g5', 'a4a5', 'd6b8', 'a5a6', 'b8a7', 'b3c4', 'g5f4', 'c4d5', 'f6f5', 'e4f5', 'f4f5', 'd8c7', 'e5e4', 'c7g3', 'e4e3', 'd5c4', 'f5g4', 'g3e1', 'g4f3', 'e1c3', 'e3e2', 'c4d3', 'f3f2', 'c3d2', 'e2e1q', 'd2e1', 'f2e1', 'd3c4', 'e1d2', 'c4b5', 'd2c3', 'b5c6', 'c3b4', 'c6b7', 'b4b5', 'b7a7', 'c5c4', 'a7b7', 'c4c3', 'a6a7', 'c3c2', 'a7a8q', 'c2c1q', 'a8a6', 'b5c5', 'a6c6', 'c5b4', 'c6c1']",Won as White,D20: Queen's gambit accepted
Live Chess,Chess.com,2023-07-04,Hefoli,omarsayeh,947,995,B15,0-1,omarsayeh won by resignation,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'b1c3', 'f7f6', 'c1e3', 'e7e5', 'g1f3', 'd8b6', 'b2b3', 'f6f5', 'f1d3', 'f5f4', 'd1d2', 'f4e3', 'd2e3', 'g8f6', 'd4e5', 'f6g4', 'e3b6', 'a7b6', 'e4d5', 'c6d5', 'c3d5', 'b8d7', 'd3f5', 'b6b5', 'h2h3', 'g4e5', 'e1c1', 'e5f3', 'g2f3', 'f8c5', 'h1e1', 'e8f7', 'e1e7', 'c5e7', 'd5c7', 'a8a2', 'c1d2', 'e7b4', 'd2e2', 'd7e5', 'f5e6', 'c8e6', 'c7b5', 'a2c2', 'e2e3', 'e6b3', 'b5d4', 'c2c3', 'e3e4', 'b3d1']",Won as Black,B15: Caro-Kann defence
Live Chess,Chess.com,2023-07-05,omarsayeh,Blunder_Experttt,996,1041,C21,0-1,Blunder_Experttt won by resignation,"['d2d4', 'e7e5', 'e2e4', 'e5d4', 'g1f3', 'g8f6', 'f1d3', 'f8c5', 'e1g1', 'd7d6', 'b1d2', 'e8g8', 'd2c4', 'f8e8', 'f1e1', 'd6d5', 'e4d5', 'e8e1', 'd1e1', 'f6d5', 'e1e4', 'c8e6', 'e4h7', 'g8f8', 'h7h8', 'f8e7', 'c1g5', 'd5f6', 'h8d8', 'e7d8', 'c4e5', 'd8e7', 'c2c3', 'a7a6', 'c3d4', 'c5d4', 'f3d4', 'e7d6', 'e5c4', 'd6d5', 'd4e6', 'f7e6', 'a1d1', 'd5c5', 'g5e3', 'c5b4', 'a2a3', 'b4b3', 'c4e5', 'b3b2', 'e5c4', 'b2b3', 'd1b1', 'b3c3', 'd3e2', 'b8c6', 'b1b7', 'e6e5', 'b7c7', 'a8b8', 'g2g3', 'c6d4', 'c4e5', 'c3b2', 'e3d4', 'b2a3', 'e5c4', 'a3b4', 'd4e5', 'b8e8', 'e5f6', 'g7f6', 'c7b7', 'b4c3', 'b7c7', 'e8e2', 'c4e5', 'c3b4', 'e5d3', 'b4b5', 'g1f1', 'e2d2', 'c7d7', 'a6a5', 'd7d5', 'b5c4', 'd5d8', 'd2d3', 'd8d3', 'c4d3', 'f1e1', 'd3c2', 'e1e2', 'a5a4', 'e2e3', 'a4a3', 'e3d4', 'a3a2', 'd4c4', 'a2a1q', 'c4b4', 'a1c3', 'b4a4']",Lost as White,C21: Centre game
Live Chess,Chess.com,2023-07-06,omarsayeh,yolo8432,1003,963,C21,1-0,omarsayeh won by checkmate,"['d2d4', 'e7e5', 'e2e4', 'f7f5', 'e4f5', 'e5d4', 'g1f3', 'b8c6', 'f1c4', 'g8f6', 'e1g1', 'd7d5', 'c4b3', 'f8c5', 'c2c3', 'd4c3', 'b1c3', 'c8f5', 'b3d5', 'f6d5', 'c3d5', 'e8g8', 'd1b3', 'f5e6', 'f1d1', 'd8c8', 'f3g5', 'f8d8', 'g5e6', 'c8e6', 'c1f4', 'c5d6', 'f4d6', 'e6d6', 'd5c7', 'g8h8', 'd1d6', 'd8d6', 'c7a8', 'c6d4', 'a1d1', 'd4e2', 'g1f1', 'd6d1', 'b3d1', 'e2f4', 'd1d8']",Won as White,C21: Centre game
Live Chess,Chess.com,2023-07-07,omarsayeh,vermax01,996,1014,B00,0-1,vermax01 won - game abandoned,"['d2d4', 'b7b6', 'e2e4', 'c8b7', 'b1c3', 'e7e6', 'd4d5', 'e6d5', 'e4d5', 'f8d6', 'g1f3', 'd8e7', 'f1e2', 'g8f6', 'e1g1', 'f6e4', 'f1e1', 'e8g8', 'c3e4', 'e7e4', 'e2a6', 'e4d5', 'd1d5', 'b7d5', 'e1d1', 'b8a6', 'd1d5', 'a6b4', 'd5d4', 'b4c2', 'd4d5', 'c2a1', 'd5d6', 'c7d6']",Lost as White,B00: King's pawn opening
Live Chess,Chess.com,2023-07-07,omarsayeh,Jupa55,1003,1024,A40,0-1,Jupa55 won by checkmate,"['d2d4', 'e7e5', 'c2c4', 'e5d4', 'd1d4', 'b8c6', 'd4d1', 'd8f6', 'g1f3', 'f8c5', 'b1c3', 'h7h6', 'e2e3', 'g8e7', 'a2a3', 'e8g8', 'b2b4', 'f6c3', 'c1d2', 'c3f6', 'b4c5', 'e7f5', 'f1d3', 'f8e8', 'e1g1', 'f5h4', 'f3h4', 'f6h4', 'g2g3', 'h4f6', 'd1c1', 'd7d6', 'c5d6', 'f6d6', 'c4c5', 'd6d3', 'd2c3', 'c6e5', 'f1d1', 'e5f3', 'g1g2', 'd3f5', 'c1b1', 'f5h3', 'g2f3', 'c8g4', 'f3f4', 'g4d1', 'b1d1', 'g7g5', 'f4f3', 'h3f5', 'f3e2', 'f5g4', 'e2d2', 'a8d8', 'c3d4', 'd8d4', 'e3d4', 'g4d4', 'd2c2', 'd4c4', 'c2b2', 'e8e2', 'b2b1', 'c4b5', 'b1c1', 'b5b2']",Lost as White,A40: Queen's pawn
Live Chess,Chess.com,2023-07-07,Percylopez,omarsayeh,1007,1011,B10,0-1,omarsayeh won by checkmate,"['e2e4', 'c7c6', 'g1f3', 'd7d6', 'e4e5', 'd6d5', 'd2d4', 'f7f6', 'e5f6', 'e7f6', 'f1d3', 'g8e7', 'd1e2', 'b8d7', 'f3h4', 'c6c5', 'd4c5', 'd7c5', 'h4f5', 'c5d3', 'c2d3', 'c8f5', 'e1g1', 'g7g5', 'b1c3', 'f8g7', 'g2g4', 'f5g6', 'e2e6', 'h7h5', 'c3d5', 'd8d5', 'e6d5', 'e7d5', 'f1e1', 'e8f7', 'b2b3', 'h5g4', 'c1a3', 'a8e8', 'e1e8', 'h8e8', 'a1c1', 'g6d3', 'c1c5', 'd5f4', 'c5c7', 'f7g6', 'c7b7', 'e8e1']",Won as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2023-07-07,malyklippen,omarsayeh,979,1011,B06,0-1,omarsayeh won by checkmate,"['d2d4', 'g7g6', 'e2e4', 'd7d5', 'e4e5', 'e7e6', 'g1f3', 'c7c5', 'c2c3', 'b8c6', 'c1g5', 'f8e7', 'g5e7', 'g8e7', 'b1d2', 'e8g8', 'f1d3', 'c5c4', 'd3c2', 'd8b6', 'f3g5', 'b6b2', 'e1g1', 'b2c3', 'c2a4', 'c3d4', 'd2f3', 'd4d1', 'f1d1', 'a7a6', 'f3d4', 'c6e5', 'f2f4', 'e5g4', 'h2h3', 'g4e3', 'd1d3', 'c4d3', 'a1d1', 'e3d1', 'a4d1', 'f7f6', 'g5e6', 'c8e6', 'd4e6', 'f8c8', 'd1f3', 'c8c1', 'g1h2', 'd3d2', 'e6d4', 'd2d1q', 'f3d1', 'c1d1', 'd4f3', 'e7f5', 'g2g4', 'f5e3', 'h2g3', 'd5d4', 'g3f2', 'a8e8', 'f2e2', 'd4d3', 'e2f2', 'd3d2', 'f2e2', 'e3g4', 'e2d1', 'g4f2', 'd1d2', 'f2h3', 'f4f5', 'h3f4', 'f5g6', 'h7g6', 'f3h4', 'e8e2', 'd2d1', 'e2a2', 'h4f3', 'b7b5', 'f3d4', 'b5b4', 'd4b3', 'a6a5', 'b3c5', 'a5a4', 'd1c1', 'b4b3', 'c1b1', 'g6g5', 'c5e4', 'f6f5', 'e4g5', 'g8f8', 'g5f3', 'f8e7', 'f3d4', 'e7d6', 'd4f5', 'd6c5', 'f5e3', 'c5b4', 'e3d1', 'b4a3', 'd1c3', 'a2h2', 'b1c1', 'b3b2', 'c1d1', 'a3b3', 'c3b1', 'h2h1', 'd1d2', 'h1b1', 'd2e3', 'b1a1', 'e3f4', 'b2b1r', 'f4e4', 'b1d1', 'e4e3', 'a1c1', 'e3e2', 'd1d8', 'e2e3', 'c1d1', 'e3e2', 'b3c2', 'e2e3', 'd8e8', 'e3f2', 'd1d7', 'f2f3', 'd7f7', 'f3g4', 'e8g8', 'g4h5', 'f7h7']",Won as Black,B06: Robatsch (modern) defence
Live Chess,Chess.com,2023-07-07,cosybar,omarsayeh,1051,1004,B10,1-0,cosybar won by resignation,"['e2e4', 'c7c6', 'b1c3', 'd7d5', 'e4d5', 'c6d5', 'd2d4', 'b8c6', 'f1b5', 'a7a6', 'b5c6', 'b7c6', 'c1f4', 'g7g6', 'd1e2', 'f8g7', 'e1c1', 'g8f6', 'f4e5', 'e8g8', 'g1f3', 'a8b8', 'b2b3', 'f6d7', 'e5g7', 'g8g7', 'd1e1', 'f8e8', 'f3e5', 'f7f6', 'e5c6', 'd8b6', 'c6b8', 'b6b8', 'c3d5', 'd7b6', 'd5e7', 'e8e7', 'e2e7', 'g7h6', 'e7f8', 'h6g5', 'h2h4', 'g5f5', 'f8c5', 'f5g4', 'f2f3', 'g4g3', 'c5c3', 'b8f4', 'c3e3', 'b6d5', 'e3f4', 'd5f4', 'e1e8', 'g3g2', 'h1e1', 'c8f5', 'e8f8', 'f4h5', 'd4d5', 'g2f3', 'd5d6', 'f3f2', 'e1d1', 'f2g3', 'd6d7', 'f5d7', 'd1d7', 'g3h4', 'd7h7', 'h4g5', 'f8a8', 'h5f4', 'a8a6', 'f4e2', 'c1d2', 'e2d4', 'c2c4', 'f6f5', 'a6a5', 'g5f6', 'a5a6', 'd4e6', 'c4c5', 'f5f4', 'c5c6', 'f6f5', 'h7f7', 'f5g4', 'c6c7', 'e6c7', 'f7c7', 'g6g5', 'c7g7', 'f4f3', 'a6g6', 'g4f4', 'g6g5', 'f3f2', 'd2e2', 'f2f1b', 'e2f1']",Lost as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2023-07-09,WolfDragonFlame,omarsayeh,957,986,B10,1/2-1/2,Game drawn by repetition,"['e2e4', 'c7c6', 'f1c4', 'd7d5', 'e4d5', 'c6d5', 'c4b3', 'b8c6', 'g1f3', 'g8f6', 'd2d4', 'g7g6', 'c1g5', 'f8g7', 'e1g1', 'e8g8', 'g5f6', 'e7f6', 'b1c3', 'f6f5', 'c3d5', 'c8e6', 'd5c3', 'e6b3', 'a2b3', 'a7a5', 'd4d5', 'c6b4', 'c3b5', 'b4d5', 'a1a4', 'b7b6', 'c2c4', 'd5c7', 'd1d8', 'f8d8', 'b5c7', 'a8c8', 'c7a6', 'g7b2', 'b3b4', 'c8c4', 'f3e5', 'b2e5', 'h2h3', 'e5d6', 'a4a1', 'a5b4', 'a1d1', 'b4b3', 'a6c7', 'd6c7', 'd1d8', 'c7d8', 'f1b1', 'd8f6', 'b1b3', 'f6e5', 'g2g3', 'c4c3', 'b3b6', 'g8g7', 'f2f4', 'c3g3', 'g1h2', 'e5f4', 'b6b4', 'g3f3', 'h2g2', 'f3e3', 'b4f4', 'g7f6', 'f4h4', 'h7h5', 'h4a4', 'g6g5', 'g2h2', 'g5g4', 'h3g4', 'h5g4', 'h2g2', 'f6g5', 'a4a7', 'f7f6', 'a7g7', 'g5f4', 'g7a7', 'g4g3', 'a7a4', 'f4g5', 'a4a2', 'f5f4', 'g2h3', 'f6f5', 'a2a8', 'e3e1', 'a8g8', 'g5f6', 'g8f8', 'f6e5', 'f8e8', 'e5d4', 'e8e1', 'd4d5', 'e1f1', 'd5e4', 'h3g2', 'e4e3', 'f1f3', 'e3e4', 'f3f1', 'f4f3', 'g2g3', 'e4e3', 'f1f3', 'e3e4', 'f3f4', 'e4e5', 'f4f1', 'e5e4', 'g3g2', 'e4e5', 'g2h3', 'e5e4', 'h3h4', 'e4e5', 'h4g5', 'e5e4', 'f1f5', 'e4e3', 'g5g4', 'e3d4', 'g4f4', 'd4d3', 'f4f3', 'd3d4', 'f3f4', 'd4d3', 'f5e5', 'd3d4', 'e5f5']",Draw as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2023-07-09,Estalentao,omarsayeh,982,987,A40,1-0,Estalentao won - game abandoned,"['d2d4', 'c7c6', 'b1c3', 'd7d5', 'g1f3', 'g8f6', 'c1f4', 'g7g6', 'e2e3', 'f8g7', 'f4e5', 'e8g8', 'f1d3', 'b8d7', 'e1g1', 'd7e5', 'd4e5', 'f6d7', 'f3g5', 'g7e5', 'd1f3', 'd8c7', 'f3h3', 'd7f6', 'h3h4', 'e5h2', 'h4h2', 'c7h2', 'g1h2', 'e7e5', 'f1h1', 'f6g4', 'h2g1', 'e5e4', 'd3e2', 'g4f6', 'g2g3', 'c8e6', 'a1f1', 'a8d8', 'f2f3', 'e4f3', 'f1f3', 'e6g4', 'f3f6', 'g4e2', 'c3e2', 'g8g7', 'f6f1', 'f8e8', 'h1h7', 'g7f8', 'h7f7', 'f8g8', 'f7b7', 'e8e3', 'e2d4', 'e3g3', 'g1h2', 'g3g5', 'd4e6', 'd8e8', 'e6g5']",Lost as Black,A40: Queen's pawn
Live Chess,Chess.com,2023-07-10,nikolai2221,omarsayeh,992,993,A22,1-0,nikolai2221 won by checkmate,"['c2c4', 'e7e5', 'b1c3', 'g8f6', 'e2e4', 'c7c6', 'g1f3', 'd7d5', 'c4d5', 'c6d5', 'f3e5', 'g7g6', 'e5f7', 'e8f7', 'c3d5', 'f6d5', 'f1c4', 'c8e6', 'e4d5', 'e6d5', 'd1f3', 'f7g7', 'c4d5', 'f8e7', 'e1g1', 'h8f8', 'f3c3', 'e7f6', 'c3c4', 'b8d7', 'd5b7', 'a8b8', 'b7a6', 'd7e5', 'c4e2', 'f8e8', 'e2e3', 'e5c4', 'e3a7', 'g7h6', 'a6c4', 'b8b2', 'c1b2', 'd8a8', 'a7a8', 'e8a8', 'b2f6', 'a8a2', 'a1a2', 'g6g5', 'f6a1', 'h6g6', 'f2f3', 'g6f5', 'f1e1', 'f5f4', 'd2d3', 'f4f5', 'd3d4', 'f5f4', 'd4d5', 'f4f5', 'd5d6', 'f5f4', 'd6d7', 'f4f5', 'd7d8q', 'f5f4', 'a2a7', 'f4f5', 'a7h7', 'f5f4', 'c4a2', 'f4f5', 'h7g7', 'f5f4', 'd8g5']",Lost as Black,A22: English opening
Live Chess,Chess.com,2023-07-10,MFIC88,omarsayeh,996,1001,B10,0-1,omarsayeh won by resignation,"['e2e4', 'c7c6', 'f1c4', 'd7d5', 'e4d5', 'c6d5', 'c4b5', 'c8d7', 'b5d3', 'b8c6', 'd1f3', 'g8f6', 'g1e2', 'g7g6', 'b1c3', 'f8g7', 'd3b5', 'c6e5', 'f3e3', 'e5c4', 'b5c4', 'd5c4', 'e1g1', 'e8g8', 'e3f3', 'd7c6', 'f3f4', 'c6e4', 'c3e4', 'f6e4', 'f4e4', 'f7f5', 'e4c4', 'f8f7', 'e2f4', 'a8c8', 'c4b3', 'e7e5', 'f4e6', 'd8f6', 'e6g7', 'f6g7', 'f1e1', 'e5e4', 'd2d3', 'c8e8', 'c1d2', 'h7h5', 'd3e4', 'e8e4', 'd2e3', 'b7b6', 'f2f3', 'e4e5', 'c2c3', 'g6g5', 'e3d4', 'e5e1', 'a1e1', 'g7g6', 'e1e8', 'g8h7', 'h2h3', 'f7d7', 'g2g4', 'g6e8', 'g4h5', 'e8h5', 'b3c2', 'h7g6']",Won as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2023-07-10,omarsayeh,Lasmo100,993,950,D20,1-0,omarsayeh won by checkmate,"['d2d4', 'd7d5', 'c2c4', 'd5c4', 'e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'f8b4', 'd4d5', 'f6e4', 'f1c4', 'e4c3', 'b2c3', 'b4c3', 'c1d2', 'c3a1', 'd1a1', 'e5e4', 'f3e5', 'e8g8', 'e1g1', 'c7c6', 'a1d4', 'c6d5', 'd4d5', 'd8d5', 'c4d5', 'f8d8', 'd5f7', 'g8f8', 'd2b4', 'd8d6', 'b4d6']",Won as White,D20: Queen's gambit accepted
Live Chess,Chess.com,2023-07-10,omarsayeh,MOMOZAK59,985,1004,D20,0-1,MOMOZAK59 won by checkmate,"['d2d4', 'd7d5', 'c2c4', 'd5c4', 'e2e4', 'b7b5', 'b1c3', 'c7c6', 'g1f3', 'c8d7', 'f1e2', 'b8a6', 'e1g1', 'e7e6', 'b2b3', 'c4b3', 'a2b3', 'f8b4', 'c1d2', 'g8f6', 'a1a6', 'e8g8', 'c3a2', 'b4d2', 'd1d2', 'f6e4', 'd2c2', 'e4d6', 'a2b4', 'd8c7', 'f3d2', 'c7b7', 'e2d3', 'd7c8', 'd3h7', 'g8h8', 'd2e4', 'd6f5', 'h7f5', 'e6f5', 'e4d6', 'b7d7', 'd6f5', 'd7f5', 'c2f5', 'c8f5', 'a6c6', 'f5d7', 'c6d6', 'd7e6', 'b4c6', 'e6b3', 'f1b1', 'b3c2', 'b1b5', 'a8e8', 'h2h3', 'a7a6', 'b5e5', 'e8e5', 'd4e5', 'f8a8', 'c6d4', 'c2d3', 'd4f5', 'd3f5', 'g2g4', 'f5e6', 'f2f4', 'a6a5', 'g1g2', 'a5a4', 'g2g3', 'a4a3', 'g3h4', 'a3a2', 'd6d1', 'a8b8', 'f4f5', 'e6d5', 'h4h5', 'a2a1q', 'd1d5', 'a1a3', 'g4g5', 'a3h3']",Lost as White,D20: Queen's gambit accepted
Live Chess,Chess.com,2023-07-10,Gabian007,omarsayeh,992,993,B10,0-1,omarsayeh won by checkmate,"['e2e4', 'c7c6', 'h2h3', 'd7d5', 'e4e5', 'f7f6', 'd2d4', 'f6e5', 'd4e5', 'b8d7', 'g1f3', 'e7e6', 'a2a3', 'g8e7', 'b2b4', 'e7g6', 'c1b2', 'c6c5', 'f1b5', 'c5c4', 'b5d7', 'c8d7', 'e1g1', 'f8e7', 'c2c3', 'e8g8', 'f1e1', 'g6h4', 'f3h4', 'e7h4', 'g2g3', 'd8g5', 'd1g4', 'g5g4', 'h3g4', 'h4g5', 'g1g2', 'f8f7', 'b2c1', 'a8f8', 'c1g5', 'f7f2', 'g2g1', 'h7h6', 'g5e7', 'f8f3', 'e7h4', 'g7g5', 'h4g5', 'h6g5', 'a3a4', 'f2c2', 'e1f1', 'f3g3', 'g1h1', 'd7c6', 'f1g1', 'd5d4', 'g1g2', 'c2c1', 'h1h2', 'g3g2', 'h2h3', 'c1h1']",Won as Black,The Complete Guide to Mastering the Caro-Kann Defense
Live Chess,Chess.com,2023-07-12,omarsayeh,duckankk,986,1049,D02,0-1,duckankk won by resignation,"['d2d4', 'd7d5', 'c2c4', 'g8f6', 'g1f3', 'e7e6', 'c1f4', 'f8b4', 'b1c3', 'b8c6', 'c4c5', 'e8g8', 'g2g3', 'c6a5', 'f1g2', 'a5c4', 'e1g1', 'b4c3', 'b2c3', 'b7b6', 'c5b6', 'c7b6', 'f1e1', 'b6b5', 'f3d2', 'c8b7', 'd2c4', 'b5c4', 'a1b1', 'b7c6', 'f2f3', 'd8a5', 'd1c2', 'f8e8', 'e2e4', 'a8d8', 'c2b2', 'd5e4', 'f3e4', 'f6g4', 'b2b4', 'a5a2', 'f4c7', 'd8c8', 'b4d6', 'a2f2', 'g1h1', 'g4e3', 'e1e3', 'f2e3', 'h2h4', 'c6e4', 'g2e4', 'e3e4', 'h1h2', 'e4b1', 'd6e6']",Lost as White,D02: Queen's pawn game
